gene	COG_category
h1SMnG0028221	-
h1SMnG0028222	-
h1SMnG0028223	-
h1SMnG0028224	-
h1SMnG0028225	-
h1SMnG0028226	-
h1SMnG0028227	-
h1SMnG0028228	-
h1SMnG0028229	-
h1SMnG0028230	-
h1SMnG0028231	-
h1SMnG0028232	-
h1SMnG0028233	U
h1SMnG0028234	-
h1SMnG0028235	-
h1SMnG0028236	-
h1SMnG0028237	-
h1SMnG0028238	-
h1SMnG0028239	-
h1SMnG0028240	-
h1SMnG0028241	-
h1SMnG0028242	-
h1SMnG0028243	-
h1SMnG0028244	-
h1SMnG0028245	-
h1SMnG0028246	-
h1SMnG0028247	-
h1SMnG0028248	-
h1SMnG0028249	-
h1SMnG0028250	-
h1SMnG0028251	-
h1SMnG0028252	-
h1SMnG0028253	-
h1SMnG0028254	-
h1SMnG0028255	-
h1SMnG0028256	-
h1SMnG0028257	-
h1SMnG0028258	-
h1SMnG0028259	S
h1SMnG0028260	-
h1SMnG0028261	-
h1SMnG0028262	-
h1SMnG0028263	-
h1SMnG0028264	-
h1SMnG0028265	-
h1SMnG0028266	-
h1SMnG0028267	-
h1SMnG0028268	-
h1SMnG0028269	-
h1SMnG0028270	-
h1SMnG0028271	-
h1SMnG0028272	-
h1SMnG0028273	-
h1SMnG0028274	D
h1SMnG0028275	-
h1SMnG0028276	-
h1SMnG0028277	-
h1SMnG0028278	-
h1SMnG0028279	-
h1SMnG0028280	-
h1SMnG0028281	-
h1SMnG0028282	-
h1SMnG0028283	-
h1SMnG0028284	-
h1SMnG0028285	-
h1SMnG0028286	-
h1SMnG0028287	-
h1SMnG0028288	-
h1SMnG0028289	-
h1SMnG0028290	-
h1SMnG0028291	-
h1SMnG0028292	-
h1SMnG0028293	-
h1SMnG0028294	-
h1SMnG0028295	-
h1SMnG0028296	-
h1SMnG0028297	-
h1SMnG0028298	-
h1SMnG0028299	-
h1SMnG0028300	-
h1SMnG0028301	-
h1SMnG0028302	B
h1SMnG0028303	-
h1SMnG0028304	-
h1SMnG0028305	-
h1SMnG0028306	-
h1SMnG0028307	-
h1SMnG0028308	-
h1SMnG0028309	-
h1SMnG0028310	-
h1SMnG0028311	-
h1SMnG0028312	-
h1SMnG0028313	-
h1SMnG0028314	-
h1SMnG0028315	-
h1SMnG0028316	-
h1SMnG0028317	-
h1SMnG0028318	-
h1SMnG0028319	-
h1SMnG0028320	-
h1SMnG0028321	-
h1SMnG0028322	-
h1SMnG0028323	-
h1SMnG0028324	-
h1SMnG0028325	-
h1SMnG0028326	-
h1SMnG0028327	-
h1SMnG0028328	-
h1SMnG0028329	-
h1SMnG0028330	T
h1SMnG0028331	-
h1SMnG0028332	-
h1SMnG0028333	-
h1SMnG0028334	-
h1SMnG0028335	-
h1SMnG0028336	-
h1SMnG0028337	-
h1SMnG0028338	-
h1SMnG0028339	-
h1SMnG0028340	-
h1SMnG0028341	-
h1SMnG0028342	-
h1SMnG0028343	-
h1SMnG0028344	-
h1SMnG0028345	-
h1SMnG0028346	-
h1SMnG0028347	-
h1SMnG0028348	-
h1SMnG0028349	-
h1SMnG0028350	-
h1SMnG0028351	-
h1SMnG0028352	-
h1SMnG0028353	-
h1SMnG0028354	-
h1SMnG0028355	-
h1SMnG0028356	-
h1SMnG0028357	-
h1SMnG0028358	-
h1SMnG0028359	-
h1SMnG0028360	-
h1SMnG0028361	-
h1SMnG0028362	-
h1SMnG0028363	-
h1SMnG0028364	-
h1SMnG0028365	-
h1SMnG0028366	-
h1SMnG0028367	-
h1SMnG0028368	-
h1SMnG0028369	-
h1SMnG0028370	-
h1SMnG0028371	-
h1SMnG0028372	-
h1SMnG0028373	-
h1SMnG0028374	-
h1SMnG0028375	-
h1SMnG0028376	-
h1SMnG0028377	-
h1SMnG0028378	-
h1SMnG0028379	-
h1SMnG0028380	-
h1SMnG0028381	-
h1SMnG0028382	-
h1SMnG0028383	-
h1SMnG0028384	-
h1SMnG0028385	-
h1SMnG0028386	-
h1SMnG0028387	-
h1SMnG0028388	-
h1SMnG0028389	S
h1SMnG0028390	-
h1SMnG0028391	-
h1SMnG0028392	-
h1SMnG0028393	-
h1SMnG0028394	-
h1SMnG0028395	-
h1SMnG0028396	-
h1SMnG0028397	-
h1SMnG0028398	-
h1SMnG0028399	-
h1SMnG0028400	-
h1SMnG0028401	-
h1SMnG0028402	-
h1SMnG0028403	-
h1SMnG0028404	A
h1SMnG0028405	-
h1SMnG0028406	-
h1SMnG0028407	-
h1SMnG0028408	-
h1SMnG0028409	-
h1SMnG0028410	-
h1SMnG0028411	-
h1SMnG0028412	-
h1SMnG0028413	-
h1SMnG0028414	-
h1SMnG0028415	-
h1SMnG0028416	-
h1SMnG0028417	-
h1SMnG0028418	-
h1SMnG0028419	-
h1SMnG0028420	-
h1SMnG0028421	-
h1SMnG0028422	-
h1SMnG0028423	-
h1SMnG0028424	-
h1SMnG0028425	-
h1SMnG0028426	-
h1SMnG0028427	-
h1SMnG0028428	-
h1SMnG0028429	-
h1SMnG0028430	-
h1SMnG0028431	-
h1SMnG0028432	-
h1SMnG0028433	-
h1SMnG0028434	-
h1SMnG0028435	-
h1SMnG0028436	-
h1SMnG0028437	-
h1SMnG0028438	-
h1SMnG0028439	-
h1SMnG0028440	-
h1SMnG0028441	-
h1SMnG0028442	-
h1SMnG0028443	-
h1SMnG0028444	-
h1SMnG0028445	-
h1SMnG0028446	-
h1SMnG0028447	-
h1SMnG0028448	-
h1SMnG0028449	-
h1SMnG0028450	-
h1SMnG0028451	-
h1SMnG0028452	-
h1SMnG0028453	BD
h1SMnG0028454	-
h1SMnG0028455	-
h1SMnG0028456	-
h1SMnG0028457	-
h1SMnG0028458	-
h1SMnG0028459	-
h1SMnG0028460	-
h1SMnG0028461	-
h1SMnG0028462	-
h1SMnG0028463	-
h1SMnG0028464	-
h1SMnG0028465	-
h1SMnG0028466	-
h1SMnG0028467	-
h1SMnG0028468	-
h1SMnG0028469	-
h1SMnG0028470	-
h1SMnG0028471	-
h1SMnG0028472	-
h1SMnG0028473	-
h1SMnG0028474	-
h1SMnG0028475	-
h1SMnG0028476	-
h1SMnG0028477	-
h1SMnG0028478	-
h1SMnG0028479	-
h1SMnG0028480	-
h1SMnG0028481	-
h1SMnG0028482	-
h1SMnG0028483	-
h1SMnG0028484	-
h1SMnG0028485	-
h1SMnG0028486	-
h1SMnG0028487	-
h1SMnG0028488	-
h1SMnG0028489	-
h1SMnG0028490	-
h1SMnG0028491	-
h1SMnG0028492	-
h1SMnG0028493	-
h1SMnG0028494	-
h1SMnG0028495	-
h1SMnG0028496	-
h1SMnG0028497	-
h1SMnG0028498	-
h1SMnG0028499	-
h1SMnG0028500	-
h1SMnG0028501	-
h1SMnG0028502	-
h1SMnG0028503	-
h1SMnG0028504	-
h1SMnG0028505	-
h1SMnG0028506	-
h1SMnG0028507	-
h1SMnG0028508	-
h1SMnG0028509	-
h1SMnG0028510	-
h1SMnG0028511	-
h1SMnG0028512	-
h1SMnG0028513	-
h1SMnG0028514	-
h1SMnG0028515	-
h1SMnG0028516	-
h1SMnG0028517	-
h1SMnG0028518	-
h1SMnG0028519	-
h1SMnG0028520	-
h1SMnG0028521	-
h1SMnG0028522	-
h1SMnG0028523	-
h1SMnG0028524	-
h1SMnG0028525	-
h1SMnG0028526	-
h1SMnG0028527	-
h1SMnG0028528	-
h1SMnG0028529	-
h1SMnG0028530	-
h1SMnG0028531	-
h1SMnG0028532	-
h1SMnG0028533	-
h1SMnG0028534	-
h1SMnG0028535	L
h1SMnG0028536	-
h1SMnG0028537	-
h1SMnG0028538	-
h1SMnG0028539	-
h1SMnG0028540	-
h1SMnG0028541	-
h1SMnG0028542	-
h1SMnG0028543	-
h1SMnG0028544	-
h1SMnG0028545	-
h1SMnG0028546	-
h1SMnG0028547	-
h1SMnG0028548	-
h1SMnG0028549	-
h1SMnG0028550	-
h1SMnG0028551	-
h1SMnG0028552	-
h1SMnG0028553	-
h1SMnG0028554	-
h1SMnG0028555	-
h1SMnG0028556	-
h1SMnG0028557	-
h1SMnG0028558	-
h1SMnG0028559	-
h1SMnG0028560	-
h1SMnG0028561	-
h1SMnG0028562	-
h1SMnG0028563	-
h1SMnG0028564	-
h1SMnG0028565	-
h1SMnG0028566	-
h1SMnG0028567	-
h1SMnG0028568	-
h1SMnG0028569	-
h1SMnG0028570	S
h1SMnG0028571	-
h1SMnG0028572	-
h1SMnG0028573	-
h1SMnG0028574	-
h1SMnG0028575	-
h1SMnG0028576	-
h1SMnG0028577	-
h1SMnG0028578	-
h1SMnG0028579	I
h1SMnG0028580	-
h1SMnG0028581	-
h1SMnG0028582	-
h1SMnG0028583	-
h1SMnG0028584	-
h1SMnG0028585	-
h1SMnG0028586	-
h1SMnG0028587	-
h1SMnG0028588	-
h1SMnG0028589	-
h1SMnG0028590	-
h1SMnG0028591	-
h1SMnG0028592	-
h1SMnG0028593	-
h1SMnG0028594	-
h1SMnG0028595	-
h1SMnG0028596	-
h1SMnG0028597	S
h1SMnG0028598	-
h1SMnG0028599	-
h1SMnG0028600	-
h1SMnG0028601	-
h1SMnG0028602	-
h1SMnG0028603	-
h1SMnG0028604	-
h1SMnG0028605	-
h1SMnG0028606	-
h1SMnG0028607	-
h1SMnG0028608	-
h1SMnG0028609	-
h1SMnG0028610	-
h1SMnG0028611	-
h1SMnG0028612	-
h1SMnG0028613	-
h1SMnG0028614	U
h1SMnG0028615	-
h1SMnG0028616	-
h1SMnG0028617	-
h1SMnG0028618	-
h1SMnG0028619	-
h1SMnG0028620	-
h1SMnG0028621	-
h1SMnG0028622	-
h1SMnG0028623	-
h1SMnG0028624	-
h1SMnG0028625	VW
h1SMnG0028626	-
h1SMnG0028627	-
h1SMnG0028628	-
h1SMnG0028629	-
h1SMnG0028630	S
h1SMnG0028631	-
h1SMnG0028632	-
h1SMnG0028633	-
h1SMnG0028634	-
h1SMnG0028635	-
h1SMnG0028636	-
h1SMnG0028637	-
h1SMnG0028638	-
h1SMnG0028639	-
h1SMnG0028640	-
h1SMnG0028641	-
h1SMnG0028642	-
h1SMnG0028643	-
h1SMnG0028644	-
h1SMnG0028645	-
h1SMnG0028646	-
h1SMnG0028647	-
h1SMnG0028648	-
h1SMnG0028649	-
h1SMnG0028650	-
h1SMnG0028651	-
h1SMnG0028652	-
h1SMnG0028653	DKT
h1SMnG0028654	-
h1SMnG0028655	-
h1SMnG0028656	-
h1SMnG0028657	-
h1SMnG0028658	-
h1SMnG0028659	-
h1SMnG0028660	-
h1SMnG0028661	-
h1SMnG0028662	-
h1SMnG0028663	-
h1SMnG0028664	-
h1SMnG0028665	-
h1SMnG0028666	-
h1SMnG0028667	-
h1SMnG0028668	-
h1SMnG0028669	-
h1SMnG0028670	-
h1SMnG0028671	-
h1SMnG0028672	-
h1SMnG0028673	-
h1SMnG0028674	-
h1SMnG0028675	-
h1SMnG0028676	-
h1SMnG0028677	-
h1SMnG0028678	-
h1SMnG0028679	-
h1SMnG0028680	-
h1SMnG0028681	-
h1SMnG0028682	-
h1SMnG0028683	-
h1SMnG0028684	-
h1SMnG0028685	-
h1SMnG0028686	-
h1SMnG0028687	-
h1SMnG0028688	-
h1SMnG0028689	-
h1SMnG0028690	-
h1SMnG0028691	-
h1SMnG0028692	-
h1SMnG0028693	-
h1SMnG0028694	-
h1SMnG0028695	-
h1SMnG0028696	-
h1SMnG0028697	-
h1SMnG0028698	O
h1SMnG0028699	-
h1SMnG0028700	-
h1SMnG0028701	-
h1SMnG0028702	-
h1SMnG0028703	-
h1SMnG0028704	-
h1SMnG0028705	-
h1SMnG0028706	-
h1SMnG0028707	-
h1SMnG0028708	-
h1SMnG0028709	-
h1SMnG0028710	-
h1SMnG0028711	-
h1SMnG0028712	-
h1SMnG0028713	-
h1SMnG0028714	-
h1SMnG0028715	-
h1SMnG0028716	-
h1SMnG0028717	-
h1SMnG0028718	-
h1SMnG0028719	-
h1SMnG0028720	-
h1SMnG0028721	-
h1SMnG0028722	-
h1SMnG0028723	-
h1SMnG0028724	-
h1SMnG0028725	-
h1SMnG0028726	-
h1SMnG0028727	-
h1SMnG0028728	-
h1SMnG0028729	-
h1SMnG0028730	-
h1SMnG0028731	-
h1SMnG0028732	-
h1SMnG0028733	-
h1SMnG0028734	-
h1SMnG0028735	-
h1SMnG0028736	-
h1SMnG0028737	-
h1SMnG0028738	-
h1SMnG0028739	-
h1SMnG0028740	-
h1SMnG0028741	-
h1SMnG0028742	-
h1SMnG0028743	-
h1SMnG0028744	-
h1SMnG0028745	-
h1SMnG0028746	-
h1SMnG0028747	-
h1SMnG0028748	-
h1SMnG0028749	-
h1SMnG0028750	-
h1SMnG0028751	-
h1SMnG0028752	-
h1SMnG0028753	-
h1SMnG0028754	O
h1SMnG0028755	-
h1SMnG0028756	-
h1SMnG0028757	-
h1SMnG0028758	-
h1SMnG0028759	-
h1SMnG0028760	-
h1SMnG0028761	-
h1SMnG0028762	-
h1SMnG0028763	-
h1SMnG0028764	-
h1SMnG0028765	-
h1SMnG0028766	-
h1SMnG0028767	-
h1SMnG0028768	-
h1SMnG0028769	-
h1SMnG0028770	-
h1SMnG0028771	-
h1SMnG0028772	-
h1SMnG0028773	-
h1SMnG0028774	-
h1SMnG0028775	-
h1SMnG0028776	-
h1SMnG0028777	-
h1SMnG0028778	-
h1SMnG0028779	-
h1SMnG0028780	-
h1SMnG0028781	-
h1SMnG0028782	-
h1SMnG0028783	-
h1SMnG0028784	-
h1SMnG0028785	-
h1SMnG0028786	-
h1SMnG0028787	-
h1SMnG0028788	-
h1SMnG0028789	-
h1SMnG0028790	-
h1SMnG0028791	S
h1SMnG0028792	-
h1SMnG0028793	-
h1SMnG0028794	-
h1SMnG0028795	-
h1SMnG0028796	-
h1SMnG0028797	-
h1SMnG0028798	-
h1SMnG0028799	-
h1SMnG0028800	-
h1SMnG0028801	-
h1SMnG0028802	-
h1SMnG0028803	-
h1SMnG0028804	-
h1SMnG0028805	-
h1SMnG0028806	-
h1SMnG0028807	-
h1SMnG0028808	-
h1SMnG0028809	-
h1SMnG0028810	-
h1SMnG0028811	-
h1SMnG0028812	-
h1SMnG0028813	-
h1SMnG0028814	-
h1SMnG0028815	-
h1SMnG0028816	-
h1SMnG0028817	-
h1SMnG0028818	-
h1SMnG0028819	E
h1SMnG0028820	-
h1SMnG0028821	-
h1SMnG0028822	-
h1SMnG0028823	-
h1SMnG0028824	-
h1SMnG0028825	-
h1SMnG0028826	-
h1SMnG0028827	-
h1SMnG0028828	-
h1SMnG0028829	-
h1SMnG0028830	-
h1SMnG0028831	-
h1SMnG0028832	-
h1SMnG0028833	-
h1SMnG0028834	-
h1SMnG0028835	-
h1SMnG0028836	-
h1SMnG0028837	-
h1SMnG0028838	-
h1SMnG0028839	-
h1SMnG0028840	-
h1SMnG0028841	-
h1SMnG0028842	-
h1SMnG0028843	-
h1SMnG0028844	-
h1SMnG0028845	-
h1SMnG0028846	BD
h1SMnG0028847	-
h1SMnG0028848	-
h1SMnG0028849	-
h1SMnG0028850	-
h1SMnG0028851	-
h1SMnG0028852	-
h1SMnG0028853	-
h1SMnG0028854	-
h1SMnG0028855	-
h1SMnG0028856	H
h1SMnG0028857	-
h1SMnG0028858	-
h1SMnG0028859	-
h1SMnG0028860	-
h1SMnG0028861	-
h1SMnG0028862	-
h1SMnG0028863	-
h1SMnG0028864	-
h1SMnG0028865	-
h1SMnG0028866	-
h1SMnG0028867	-
h1SMnG0028868	-
h1SMnG0028869	-
h1SMnG0028870	-
h1SMnG0028871	-
h1SMnG0028872	T
h1SMnG0028873	-
h1SMnG0028874	J
h1SMnG0028875	-
h1SMnG0028876	-
h1SMnG0028877	-
h1SMnG0028878	-
h1SMnG0028879	-
h1SMnG0028880	-
h1SMnG0028881	-
h1SMnG0028882	-
h1SMnG0028883	-
h1SMnG0028884	-
h1SMnG0028885	-
h1SMnG0028886	-
h1SMnG0028887	-
h1SMnG0028888	-
h1SMnG0028889	-
h1SMnG0028890	-
h1SMnG0028891	-
h1SMnG0028892	-
h1SMnG0028893	-
h1SMnG0028894	-
h1SMnG0028895	-
h1SMnG0028896	U
h1SMnG0028897	-
h1SMnG0028898	-
h1SMnG0028899	-
h1SMnG0028900	O
h1SMnG0028901	-
h1SMnG0028902	-
h1SMnG0028903	-
h1SMnG0028904	-
h1SMnG0028905	-
h1SMnG0028906	-
h1SMnG0028907	-
h1SMnG0028908	-
h1SMnG0028909	-
h1SMnG0028910	-
h1SMnG0028911	-
h1SMnG0028912	-
h1SMnG0028913	-
h1SMnG0028914	-
h1SMnG0028915	-
h1SMnG0028916	-
h1SMnG0028917	-
h1SMnG0028918	-
h1SMnG0028919	-
h1SMnG0028920	-
h1SMnG0028921	-
h1SMnG0028922	-
h1SMnG0028923	-
h1SMnG0028924	-
h1SMnG0028925	-
h1SMnG0028926	-
h1SMnG0028927	-
h1SMnG0028928	-
h1SMnG0028929	-
h1SMnG0028930	-
h1SMnG0028931	-
h1SMnG0028932	-
h1SMnG0028933	-
h1SMnG0028934	-
h1SMnG0028935	C
h1SMnG0028936	-
h1SMnG0028937	-
h1SMnG0028938	-
h1SMnG0028939	-
h1SMnG0028940	-
h1SMnG0028941	-
h1SMnG0028942	-
h1SMnG0028943	-
h1SMnG0028944	-
h1SMnG0028945	-
h1SMnG0028946	-
h1SMnG0028947	-
h1SMnG0028948	-
h1SMnG0028949	-
h1SMnG0028950	-
h1SMnG0028951	-
h1SMnG0028952	-
h1SMnG0028953	S
h1SMnG0028954	-
h1SMnG0028955	-
h1SMnG0028956	-
h1SMnG0028957	-
h1SMnG0028958	-
h1SMnG0028959	-
h1SMnG0028960	-
h1SMnG0028961	-
h1SMnG0028962	-
h1SMnG0028963	-
h1SMnG0028964	-
h1SMnG0028965	-
h1SMnG0028966	-
h1SMnG0028967	-
h1SMnG0028968	-
h1SMnG0028969	-
h1SMnG0028970	-
h1SMnG0028971	-
h1SMnG0028972	-
h1SMnG0028973	-
h1SMnG0028974	-
h1SMnG0028975	-
h1SMnG0028976	-
h1SMnG0028977	-
h1SMnG0028978	-
h1SMnG0028979	-
h1SMnG0028980	-
h1SMnG0028981	-
h1SMnG0028982	-
h1SMnG0028983	-
h1SMnG0028984	-
h1SMnG0028985	-
h1SMnG0028986	-
h1SMnG0028987	O
h1SMnG0028988	-
h1SMnG0028989	-
h1SMnG0028990	-
h1SMnG0028991	-
h1SMnG0028992	-
h1SMnG0028993	-
h1SMnG0028994	-
h1SMnG0028995	-
h1SMnG0028996	-
h1SMnG0028997	-
h1SMnG0028998	-
h1SMnG0028999	-
h1SMnG0029000	-
h1SMnG0029001	-
h1SMnG0029002	-
h1SMnG0029003	-
h1SMnG0029004	-
h1SMnG0029005	-
h1SMnG0029006	-
h1SMnG0029007	-
h1SMnG0029008	O
h1SMnG0029009	-
h1SMnG0029010	-
h1SMnG0029011	-
h1SMnG0029012	-
h1SMnG0029013	-
h1SMnG0029014	-
h1SMnG0029015	-
h1SMnG0029016	-
h1SMnG0029017	-
h1SMnG0029018	-
h1SMnG0029019	-
h1SMnG0029020	-
h1SMnG0029021	-
h1SMnG0029022	-
h1SMnG0029023	-
h1SMnG0029024	-
h1SMnG0029025	-
h1SMnG0029026	-
h1SMnG0029027	-
h1SMnG0029028	-
h1SMnG0029029	-
h1SMnG0029030	-
h1SMnG0029031	-
h1SMnG0029032	-
h1SMnG0029033	-
h1SMnG0029034	-
h1SMnG0029035	-
h1SMnG0029036	-
h1SMnG0029037	-
h1SMnG0029038	-
h1SMnG0029039	-
h1SMnG0029040	-
h1SMnG0029041	-
h1SMnG0029042	U
h1SMnG0029043	-
h1SMnG0029044	-
h1SMnG0029045	-
h1SMnG0029046	-
h1SMnG0029047	-
h1SMnG0029048	-
h1SMnG0029049	-
h1SMnG0029050	-
h1SMnG0029051	-
h1SMnG0029052	-
h1SMnG0029053	-
h1SMnG0029054	T
h1SMnG0029055	-
h1SMnG0029056	-
h1SMnG0029057	-
h1SMnG0029058	-
h1SMnG0029059	-
h1SMnG0029060	-
h1SMnG0029061	-
h1SMnG0029062	-
h1SMnG0029063	-
h1SMnG0029064	-
h1SMnG0029065	-
h1SMnG0029066	-
h1SMnG0029067	-
h1SMnG0029068	-
h1SMnG0029069	-
h1SMnG0029070	-
h1SMnG0029071	-
h1SMnG0029072	-
h1SMnG0029073	-
h1SMnG0029074	-
h1SMnG0029075	-
h1SMnG0029076	-
h1SMnG0029077	-
h1SMnG0029078	-
h1SMnG0029079	-
h1SMnG0029080	-
h1SMnG0029081	-
h1SMnG0029082	-
h1SMnG0029083	-
h1SMnG0029084	-
h1SMnG0029085	-
h1SMnG0029086	-
h1SMnG0029087	-
h1SMnG0029088	-
h1SMnG0029089	-
h1SMnG0029090	-
h1SMnG0029091	-
h1SMnG0029092	-
h1SMnG0029093	-
h1SMnG0029094	-
h1SMnG0029095	-
h1SMnG0029096	-
h1SMnG0029097	-
h1SMnG0029098	-
h1SMnG0029099	-
h1SMnG0029100	-
h1SMnG0029101	-
h1SMnG0029102	-
h1SMnG0029103	-
h1SMnG0029104	-
h1SMnG0029105	-
h1SMnG0029106	-
h1SMnG0029107	-
h1SMnG0029108	-
h1SMnG0029109	-
h1SMnG0029110	-
h1SMnG0029111	-
h1SMnG0029112	-
h1SMnG0029113	-
h1SMnG0029114	-
h1SMnG0029115	-
h1SMnG0029116	-
h1SMnG0029117	-
h1SMnG0029118	-
h1SMnG0029119	-
h1SMnG0029120	S
h1SMnG0029121	-
h1SMnG0029122	-
h1SMnG0029123	-
h1SMnG0029124	-
h1SMnG0029125	-
h1SMnG0029126	-
h1SMnG0029127	-
h1SMnG0029128	-
h1SMnG0029129	-
h1SMnG0029130	-
h1SMnG0029131	-
h1SMnG0029132	-
h1SMnG0029133	-
h1SMnG0029134	-
h1SMnG0029135	-
h1SMnG0029136	-
h1SMnG0029137	-
h1SMnG0029138	-
h1SMnG0029139	T
h1SMnG0029140	-
h1SMnG0029141	Q
h1SMnG0029142	-
h1SMnG0029143	-
h1SMnG0029144	O
h1SMnG0029145	-
h1SMnG0029146	-
h1SMnG0029147	-
h1SMnG0029148	-
h1SMnG0029149	-
h1SMnG0029150	-
h1SMnG0029151	-
h1SMnG0029152	-
h1SMnG0029153	-
h1SMnG0029154	-
h1SMnG0029155	-
h1SMnG0029156	-
h1SMnG0029157	-
h1SMnG0029158	-
h1SMnG0029159	-
h1SMnG0029160	-
h1SMnG0029161	-
h1SMnG0029162	-
h1SMnG0029163	-
h1SMnG0029164	-
h1SMnG0029165	-
h1SMnG0029166	-
h1SMnG0029167	-
h1SMnG0029168	-
h1SMnG0029169	-
h1SMnG0029170	-
h1SMnG0029171	-
h1SMnG0029172	-
h1SMnG0029173	-
h1SMnG0029174	-
h1SMnG0029175	-
h1SMnG0029176	-
h1SMnG0029177	-
h1SMnG0029178	-
h1SMnG0029179	-
h1SMnG0029180	-
h1SMnG0029181	-
h1SMnG0029182	-
h1SMnG0029183	-
h1SMnG0029184	-
h1SMnG0029185	-
h1SMnG0029186	-
h1SMnG0029187	-
h1SMnG0029188	-
h1SMnG0029189	-
h1SMnG0029190	-
h1SMnG0029191	-
h1SMnG0029192	-
h1SMnG0029193	-
h1SMnG0029194	-
h1SMnG0029195	-
h1SMnG0029196	-
h1SMnG0029197	-
h1SMnG0029198	-
h1SMnG0029199	-
h1SMnG0029200	J
h1SMnG0029201	-
h1SMnG0029202	F
h1SMnG0029203	-
h1SMnG0029204	-
h1SMnG0029205	-
h1SMnG0029206	-
h1SMnG0029207	-
h1SMnG0029208	-
h1SMnG0029209	-
h1SMnG0029210	-
h1SMnG0029211	-
h1SMnG0029212	-
h1SMnG0029213	-
h1SMnG0029214	-
h1SMnG0029215	-
h1SMnG0029216	-
h1SMnG0029217	-
h1SMnG0029218	-
h1SMnG0029219	-
h1SMnG0029220	-
h1SMnG0029221	-
h1SMnG0029222	-
h1SMnG0029223	-
h1SMnG0029224	-
h1SMnG0029225	-
h1SMnG0029226	-
h1SMnG0029227	-
h1SMnG0029228	-
h1SMnG0029229	-
h1SMnG0029230	-
h1SMnG0029231	-
h1SMnG0029232	-
h1SMnG0029233	-
h1SMnG0029234	-
h1SMnG0029235	-
h1SMnG0029236	S
h1SMnG0029237	-
h1SMnG0029238	-
h1SMnG0029239	-
h1SMnG0029240	-
h1SMnG0029241	-
h1SMnG0029242	-
h1SMnG0029243	-
h1SMnG0029244	-
h1SMnG0029245	-
h1SMnG0029246	-
h1SMnG0029247	-
h1SMnG0029248	-
h1SMnG0029249	-
h1SMnG0029250	-
h1SMnG0029251	-
h1SMnG0029252	-
h1SMnG0029253	-
h1SMnG0029254	-
h1SMnG0029255	-
h1SMnG0029256	-
h1SMnG0029257	-
h1SMnG0029258	-
h1SMnG0029259	-
h1SMnG0029260	-
h1SMnG0029261	-
h1SMnG0029262	-
h1SMnG0029263	-
h1SMnG0029264	-
h1SMnG0029265	-
h1SMnG0029266	-
h1SMnG0029267	-
h1SMnG0029268	-
h1SMnG0029269	-
h1SMnG0029270	-
h1SMnG0029271	-
h1SMnG0029272	-
h1SMnG0029273	-
h1SMnG0029274	-
h1SMnG0029275	-
h1SMnG0029276	-
h1SMnG0029277	-
h1SMnG0029278	-
h1SMnG0029279	-
h1SMnG0029280	-
h1SMnG0029281	-
h1SMnG0029282	-
h1SMnG0029283	-
h1SMnG0029284	-
h1SMnG0029285	-
h1SMnG0029286	-
h1SMnG0029287	-
h1SMnG0029288	-
h1SMnG0029289	-
h1SMnG0029290	-
h1SMnG0029291	-
h1SMnG0029292	-
h1SMnG0029293	-
h1SMnG0029294	-
h1SMnG0029295	-
h1SMnG0029296	-
h1SMnG0029297	S
h1SMnG0029298	-
h1SMnG0029299	-
h1SMnG0029300	-
h1SMnG0029301	-
h1SMnG0029302	-
h1SMnG0029303	-
h1SMnG0029304	-
h1SMnG0029305	-
h1SMnG0029306	-
h1SMnG0029307	-
h1SMnG0029308	-
h1SMnG0029309	-
h1SMnG0029310	-
h1SMnG0029311	-
h1SMnG0029312	-
h1SMnG0029313	-
h1SMnG0029314	-
h1SMnG0029315	-
h1SMnG0029316	-
h1SMnG0029317	-
h1SMnG0029318	-
h1SMnG0029319	-
h1SMnG0029320	-
h1SMnG0029321	-
h1SMnG0029322	P
h1SMnG0029323	-
h1SMnG0029324	-
h1SMnG0029325	-
h1SMnG0029326	-
h1SMnG0029327	-
h1SMnG0029328	-
h1SMnG0029329	-
h1SMnG0029330	-
h1SMnG0029331	-
h1SMnG0029332	-
h1SMnG0029333	-
h1SMnG0029334	-
h1SMnG0029335	-
h1SMnG0029336	-
h1SMnG0029337	-
h1SMnG0029338	-
h1SMnG0029339	-
h1SMnG0029340	-
h1SMnG0029341	-
h1SMnG0029342	-
h1SMnG0029343	-
h1SMnG0029344	-
h1SMnG0029345	-
h1SMnG0029346	-
h1SMnG0029347	-
h1SMnG0029348	-
h1SMnG0029349	-
h1SMnG0029350	-
h1SMnG0029351	-
h1SMnG0029352	-
h1SMnG0029353	-
h1SMnG0029354	S
h1SMnG0029355	-
h1SMnG0029356	-
h1SMnG0029357	-
h1SMnG0029358	-
h1SMnG0029359	-
h1SMnG0029360	-
h1SMnG0029361	-
h1SMnG0029362	-
h1SMnG0029363	-
h1SMnG0029364	-
h1SMnG0029365	-
h1SMnG0029366	-
h1SMnG0029367	-
h1SMnG0029368	-
h1SMnG0029369	-
h1SMnG0029370	-
h1SMnG0029371	-
h1SMnG0029372	-
h1SMnG0029373	-
h1SMnG0029374	-
h1SMnG0029375	-
h1SMnG0029376	-
h1SMnG0029377	-
h1SMnG0029378	-
h1SMnG0029379	-
h1SMnG0029380	-
h1SMnG0029381	-
h1SMnG0029382	-
h1SMnG0029383	-
h1SMnG0029384	-
h1SMnG0029385	-
